year,county,candidate,party,candidatevotes
2012,Thayer,Mitt Romney,republican,1874.0
2012,Thomas,Barack Obama,democrat,42.0
2012,Thomas,Mitt Romney,republican,360.0
2012,Thurston,Barack Obama,democrat,1247.0
2012,Thurston,Mitt Romney,republican,939.0
2012,Valley,Barack Obama,democrat,498.0
2012,Valley,Mitt Romney,republican,1657.0
2012,Washington,Barack Obama,democrat,3132.0
2012,Washington,Mitt Romney,republican,6899.0
2012,Wayne,Barack Obama,democrat,1074.0
2012,Wayne,Mitt Romney,republican,2493.0
2012,Webster,Barack Obama,democrat,442.0
2012,Webster,Mitt Romney,republican,1258.0
2012,Wheeler,Barack Obama,democrat,93.0
2012,Wheeler,Mitt Romney,republican,345.0
2012,York,Barack Obama,democrat,1373.0
2012,York,Mitt Romney,republican,4874.0
2012,Churchill,Barack Obama,democrat,2961.0
2012,Churchill,Mitt Romney,republican,7061.0
2012,Clark,Barack Obama,democrat,389936.0
2012,Clark,Mitt Romney,republican,289053.0
2012,Douglas,Barack Obama,democrat,9297.0
2012,Douglas,Mitt Romney,republican,16276.0
2012,Elko,Barack Obama,democrat,3511.0
2012,Elko,Mitt Romney,republican,12014.0
2012,Esmeralda,Barack Obama,democrat,92.0
2012,Esmeralda,Mitt Romney,republican,317.0
2012,Eureka,Barack Obama,democrat,107.0
2012,Eureka,Mitt Romney,republican,663.0
2012,Humboldt,Barack Obama,democrat,1737.0
2012,Humboldt,Mitt Romney,republican,3810.0
2012,Lander,Barack Obama,democrat,534.0
2012,Lander,Mitt Romney,republican,1580.0
2012,Lincoln,Barack Obama,democrat,400.0
2012,Lincoln,Mitt Romney,republican,1691.0
2012,Lyon,Barack Obama,democrat,7380.0
2012,Lyon,Mitt Romney,republican,13520.0
2012,Mineral,Barack Obama,democrat,863.0
2012,Mineral,Mitt Romney,republican,1080.0
2012,Nye,Barack Obama,democrat,6320.0
2012,Nye,Mitt Romney,republican,10566.0
2012,Pershing,Barack Obama,democrat,632.0
2012,Pershing,Mitt Romney,republican,1167.0
2012,Storey,Barack Obama,democrat,920.0
2012,Storey,Mitt Romney,republican,1321.0
2012,Washoe,Barack Obama,democrat,95409.0
2012,Washoe,Mitt Romney,republican,88453.0
2012,White Pine,Barack Obama,democrat,983.0
2012,White Pine,Mitt Romney,republican,2601.0
2012,Carson City,Barack Obama,democrat,10291.0
2012,Carson City,Mitt Romney,republican,12394.0
2012,Belknap,Barack Obama,democrat,15890.0
2012,Belknap,Mitt Romney,republican,17571.0
2012,Carroll,Barack Obama,democrat,13977.0
2012,Carroll,Mitt Romney,republican,14207.0
2012,Cheshire,Barack Obama,democrat,25380.0
2012,Cheshire,Mitt Romney,republican,15156.0
2012,Coos,Barack Obama,democrat,9095.0
2012,Coos,Mitt Romney,republican,6342.0
2012,Grafton,Barack Obama,democrat,29826.0
2012,Grafton,Mitt Romney,republican,18208.0
2012,Hillsborough,Barack Obama,democrat,102303.0
2012,Hillsborough,Mitt Romney,republican,99991.0
2012,Merrimack,Barack Obama,democrat,44756.0
2012,Merrimack,Mitt Romney,republican,34524.0
2012,Rockingham,Barack Obama,democrat,80142.0
2012,Rockingham,Mitt Romney,republican,87921.0
2012,Strafford,Barack Obama,democrat,36026.0
2012,Strafford,Mitt Romney,republican,26729.0
2012,Sullivan,Barack Obama,democrat,12166.0
2012,Sullivan,Mitt Romney,republican,9269.0
2012,Atlantic,Barack Obama,democrat,65600.0
2012,Atlantic,Mitt Romney,republican,46522.0
2012,Bergen,Barack Obama,democrat,212754.0
2012,Bergen,Mitt Romney,republican,169070.0
2012,Burlington,Barack Obama,democrat,126377.0
2012,Burlington,Mitt Romney,republican,87401.0
2012,Camden,Barack Obama,democrat,153682.0
2012,Camden,Mitt Romney,republican,69476.0
2012,Cape May,Barack Obama,democrat,21657.0
2012,Cape May,Mitt Romney,republican,25781.0
2012,Cumberland,Barack Obama,democrat,34055.0
2012,Cumberland,Mitt Romney,republican,20658.0
2012,Essex,Barack Obama,democrat,236618.0
2012,Essex,Mitt Romney,republican,64406.0
2012,Gloucester,Barack Obama,democrat,74013.0
2012,Gloucester,Mitt Romney,republican,59456.0
2012,Hudson,Barack Obama,democrat,153108.0
2012,Hudson,Mitt Romney,republican,42369.0
2012,Hunterdon,Barack Obama,democrat,26876.0
2012,Hunterdon,Mitt Romney,republican,38687.0
2012,Mercer,Barack Obama,democrat,104377.0
2012,Mercer,Mitt Romney,republican,47355.0
2012,Middlesex,Barack Obama,democrat,190555.0
2012,Middlesex,Mitt Romney,republican,107310.0
2012,Monmouth,Barack Obama,democrat,133145.0
2012,Monmouth,Mitt Romney,republican,147513.0
2012,Morris,Barack Obama,democrat,100146.0
2012,Morris,Mitt Romney,republican,124947.0
2012,Ocean,Barack Obama,democrat,102300.0
2012,Ocean,Mitt Romney,republican,146474.0
2012,Passaic,Barack Obama,democrat,115926.0
2012,Passaic,Mitt Romney,republican,64523.0
2012,Salem,Barack Obama,democrat,14719.0
2012,Salem,Mitt Romney,republican,14334.0
2012,Somerset,Barack Obama,democrat,74592.0
2012,Somerset,Mitt Romney,republican,66603.0
2012,Sussex,Barack Obama,democrat,26104.0
2012,Sussex,Mitt Romney,republican,40625.0
2012,Union,Barack Obama,democrat,139752.0
2012,Union,Mitt Romney,republican,68314.0
2012,Warren,Barack Obama,democrat,18745.0
2012,Warren,Mitt Romney,republican,25744.0
2012,Bernalillo,Barack Obama,democrat,150739.0
2012,Bernalillo,Mitt Romney,republican,106408.0
2012,Catron,Barack Obama,democrat,560.0
2012,Catron,Mitt Romney,republican,1494.0
2012,Chaves,Barack Obama,democrat,6604.0
2012,Chaves,Mitt Romney,republican,13088.0
2012,Cibola,Barack Obama,democrat,4961.0
2012,Cibola,Mitt Romney,republican,2998.0
2012,Colfax,Barack Obama,democrat,2828.0
2012,Colfax,Mitt Romney,republican,2699.0
2012,Curry,Barack Obama,democrat,4022.0
2012,Curry,Mitt Romney,republican,9251.0
2012,De Baca,Barack Obama,democrat,287.0
2012,De Baca,Mitt Romney,republican,586.0
2012,Dona Ana,Barack Obama,democrat,37139.0
2012,Dona Ana,Mitt Romney,republican,27322.0
2012,Eddy,Barack Obama,democrat,6142.0
2012,Eddy,Mitt Romney,republican,12583.0
2012,Grant,Barack Obama,democrat,7090.0
2012,Grant,Mitt Romney,republican,5358.0
2012,Guadalupe,Barack Obama,democrat,1488.0
2012,Guadalupe,Mitt Romney,republican,557.0
2012,Harding,Barack Obama,democrat,260.0
2012,Harding,Mitt Romney,republican,327.0
2012,Hidalgo,Barack Obama,democrat,995.0
2012,Hidalgo,Mitt Romney,republican,899.0
2012,Lea,Barack Obama,democrat,4080.0
2012,Lea,Mitt Romney,republican,12548.0
2012,Lincoln,Barack Obama,democrat,2942.0
2012,Lincoln,Mitt Romney,republican,5961.0
2012,Los Alamos,Barack Obama,democrat,5191.0
2012,Los Alamos,Mitt Romney,republican,4796.0
2012,Luna,Barack Obama,democrat,3583.0
2012,Luna,Mitt Romney,republican,3670.0
2012,McKinley,Barack Obama,democrat,15841.0
2012,McKinley,Mitt Romney,republican,5546.0
2012,Mora,Barack Obama,democrat,1955.0
2012,Mora,Mitt Romney,republican,595.0
2012,Otero,Barack Obama,democrat,6829.0
2012,Otero,Mitt Romney,republican,12451.0
2012,Quay,Barack Obama,democrat,1383.0
2012,Quay,Mitt Romney,republican,2202.0
2012,Rio Arriba,Barack Obama,democrat,11465.0
2012,Rio Arriba,Mitt Romney,republican,3397.0
2012,Roosevelt,Barack Obama,democrat,1727.0
2012,Roosevelt,Mitt Romney,republican,4043.0
2012,Sandoval,Barack Obama,democrat,27236.0
2012,Sandoval,Mitt Romney,republican,24387.0
2012,San Juan,Barack Obama,democrat,15855.0
2012,San Juan,Mitt Romney,republican,28849.0
2012,San Miguel,Barack Obama,democrat,8850.0
2012,San Miguel,Mitt Romney,republican,2303.0
2012,Santa Fe,Barack Obama,democrat,50872.0
2012,Santa Fe,Mitt Romney,republican,15500.0
2012,Sierra,Barack Obama,democrat,1964.0
2012,Sierra,Mitt Romney,republican,2928.0
2012,Socorro,Barack Obama,democrat,4058.0
2012,Socorro,Mitt Romney,republican,2722.0
2012,Taos,Barack Obama,democrat,11978.0
2012,Taos,Mitt Romney,republican,2730.0
2012,Torrance,Barack Obama,democrat,2428.0
2012,Torrance,Mitt Romney,republican,3529.0
2012,Union,Barack Obama,democrat,472.0
2012,Union,Mitt Romney,republican,1236.0
2012,Valencia,Barack Obama,democrat,13511.0
2012,Valencia,Mitt Romney,republican,12825.0
2012,Kansas City,Barack Obama,democrat,105670.0
2012,Kansas City,Mitt Romney,republican,29509.0
2012,Albany,Barack Obama,democrat,83978.0
2012,Albany,Mitt Romney,republican,40210.0
2012,Allegany,Barack Obama,democrat,5866.0
2012,Allegany,Mitt Romney,republican,9377.0
2012,Bronx,Barack Obama,democrat,334600.0
2012,Bronx,Mitt Romney,republican,26680.0
2012,Broome,Barack Obama,democrat,39971.0
2012,Broome,Mitt Romney,republican,34708.0
2012,Cattaraugus,Barack Obama,democrat,12040.0
2012,Cattaraugus,Mitt Romney,republican,14655.0
2012,Cayuga,Barack Obama,democrat,16105.0
2012,Cayuga,Mitt Romney,republican,11646.0
2012,Chautauqua,Barack Obama,democrat,22463.0
2012,Chautauqua,Mitt Romney,republican,24266.0
2012,Chemung,Barack Obama,democrat,16205.0
2012,Chemung,Mitt Romney,republican,16138.0
2012,Chenango,Barack Obama,democrat,8642.0
2012,Chenango,Mitt Romney,republican,8922.0
2012,Clinton,Barack Obama,democrat,18072.0
2012,Clinton,Mitt Romney,republican,9892.0
2012,Columbia,Barack Obama,democrat,15241.0
2012,Columbia,Mitt Romney,republican,10600.0
2012,Cortland,Barack Obama,democrat,9965.0
2012,Cortland,Mitt Romney,republican,7859.0
2012,Delaware,Barack Obama,democrat,7881.0
2012,Delaware,Mitt Romney,republican,9086.0
2012,Dutchess,Barack Obama,democrat,62063.0
2012,Dutchess,Mitt Romney,republican,48264.0
2012,Erie,Barack Obama,democrat,227325.0
2012,Erie,Mitt Romney,republican,149683.0
2012,Essex,Barack Obama,democrat,9368.0
2012,Essex,Mitt Romney,republican,6076.0
2012,Franklin,Barack Obama,democrat,9532.0
2012,Franklin,Mitt Romney,republican,5231.0
2012,Fulton,Barack Obama,democrat,8331.0
2012,Fulton,Mitt Romney,republican,9830.0
2012,Genesee,Barack Obama,democrat,9092.0
2012,Genesee,Mitt Romney,republican,12814.0
2012,Greene,Barack Obama,democrat,8384.0
2012,Greene,Mitt Romney,republican,9737.0
2012,Hamilton,Barack Obama,democrat,1092.0
2012,Hamilton,Mitt Romney,republican,1771.0
2012,Herkimer,Barack Obama,democrat,10826.0
2012,Herkimer,Mitt Romney,republican,12166.0
2012,Jefferson,Barack Obama,democrat,16231.0
2012,Jefferson,Mitt Romney,republican,16435.0
2012,Kings,Barack Obama,democrat,580225.0
2012,Kings,Mitt Romney,republican,112957.0
2012,Lewis,Barack Obama,democrat,4530.0
2012,Lewis,Mitt Romney,republican,5129.0
2012,Livingston,Barack Obama,democrat,11100.0
2012,Livingston,Mitt Romney,republican,12641.0
2012,Madison,Barack Obama,democrat,13231.0
2012,Madison,Mitt Romney,republican,12011.0
2012,Monroe,Barack Obama,democrat,185916.0
2012,Monroe,Mitt Romney,republican,114434.0
2012,Montgomery,Barack Obama,democrat,8106.0
2012,Montgomery,Mitt Romney,republican,8046.0
2012,Nassau,Barack Obama,democrat,294661.0
2012,Nassau,Mitt Romney,republican,237862.0
2012,New York,Barack Obama,democrat,486172.0
2012,New York,Mitt Romney,republican,84810.0
2012,Niagara,Barack Obama,democrat,41837.0
2012,Niagara,Mitt Romney,republican,38158.0
2012,Oneida,Barack Obama,democrat,39031.0
2012,Oneida,Mitt Romney,republican,40532.0
2012,Onondaga,Barack Obama,democrat,117470.0
2012,Onondaga,Mitt Romney,republican,69357.0
2012,Ontario,Barack Obama,democrat,22065.0
2012,Ontario,Mitt Romney,republican,20919.0
2012,Orange,Barack Obama,democrat,70742.0
2012,Orange,Mitt Romney,republican,58003.0
2012,Orleans,Barack Obama,democrat,5505.0
2012,Orleans,Mitt Romney,republican,7585.0
2012,Oswego,Barack Obama,democrat,22178.0
2012,Oswego,Mitt Romney,republican,17610.0
2012,Otsego,Barack Obama,democrat,11530.0
2012,Otsego,Mitt Romney,republican,10451.0
2012,Putnam,Barack Obama,democrat,18539.0
2012,Putnam,Mitt Romney,republican,20925.0
2012,Queens,Barack Obama,democrat,461391.0
2012,Queens,Mitt Romney,republican,108864.0
2012,Rensselaer,Barack Obama,democrat,35373.0
2012,Rensselaer,Mitt Romney,republican,24903.0
2012,Richmond,Barack Obama,democrat,75557.0
2012,Richmond,Mitt Romney,republican,66916.0
2012,Rockland,Barack Obama,democrat,63908.0
2012,Rockland,Mitt Romney,republican,51976.0
2012,St. Lawrence,Barack Obama,democrat,20488.0
2012,St. Lawrence,Mitt Romney,republican,13543.0
2012,Saratoga,Barack Obama,democrat,50998.0
2012,Saratoga,Mitt Romney,republican,44915.0
2012,Schenectady,Barack Obama,democrat,35330.0
2012,Schenectady,Mitt Romney,republican,22952.0
2012,Schoharie,Barack Obama,democrat,5119.0
2012,Schoharie,Mitt Romney,republican,6497.0
2012,Schuyler,Barack Obama,democrat,3444.0
2012,Schuyler,Mitt Romney,republican,3798.0
2012,Seneca,Barack Obama,democrat,6715.0
2012,Seneca,Mitt Romney,republican,5244.0
2012,Steuben,Barack Obama,democrat,15015.0
2012,Steuben,Mitt Romney,republican,20163.0
2012,Suffolk,Barack Obama,democrat,287519.0
2012,Suffolk,Mitt Romney,republican,243258.0
2012,Sullivan,Barack Obama,democrat,14612.0
2012,Sullivan,Mitt Romney,republican,11347.0
2012,Tioga,Barack Obama,democrat,8544.0
2012,Tioga,Mitt Romney,republican,11160.0
2012,Tompkins,Barack Obama,democrat,24872.0
2012,Tompkins,Mitt Romney,republican,10191.0
2012,Ulster,Barack Obama,democrat,43837.0
2012,Ulster,Mitt Romney,republican,25572.0
2012,Warren,Barack Obama,democrat,14276.0
2012,Warren,Mitt Romney,republican,12925.0
2012,Washington,Barack Obama,democrat,10993.0
2012,Washington,Mitt Romney,republican,9793.0
2012,Wayne,Barack Obama,democrat,15732.0
2012,Wayne,Mitt Romney,republican,17248.0
2012,Westchester,Barack Obama,democrat,234778.0
2012,Westchester,Mitt Romney,republican,131139.0
2012,Wyoming,Barack Obama,democrat,5357.0
2012,Wyoming,Mitt Romney,republican,9248.0
2012,Yates,Barack Obama,democrat,4259.0
2012,Yates,Mitt Romney,republican,4269.0
2012,Alamance,Barack Obama,democrat,28875.0
2012,Alamance,Mitt Romney,republican,38170.0
2012,Alexander,Barack Obama,democrat,4611.0
2012,Alexander,Mitt Romney,republican,12253.0
2012,Alleghany,Barack Obama,democrat,1583.0
2012,Alleghany,Mitt Romney,republican,3390.0
2012,Anson,Barack Obama,democrat,7019.0
2012,Anson,Mitt Romney,republican,4166.0
2012,Ashe,Barack Obama,democrat,4116.0
2012,Ashe,Mitt Romney,republican,8242.0
2012,Avery,Barack Obama,democrat,1882.0
2012,Avery,Mitt Romney,republican,5766.0
2012,Beaufort,Barack Obama,democrat,9435.0
2012,Beaufort,Mitt Romney,republican,13977.0
2012,Bertie,Barack Obama,democrat,6695.0
2012,Bertie,Mitt Romney,republican,3387.0
2012,Bladen,Barack Obama,democrat,8062.0
2012,Bladen,Mitt Romney,republican,7748.0
2012,Brunswick,Barack Obama,democrat,22038.0
2012,Brunswick,Mitt Romney,republican,34743.0
2012,Buncombe,Barack Obama,democrat,70625.0
2012,Buncombe,Mitt Romney,republican,54701.0
2012,Burke,Barack Obama,democrat,13701.0
2012,Burke,Mitt Romney,republican,22267.0
2012,Cabarrus,Barack Obama,democrat,32849.0
2012,Cabarrus,Mitt Romney,republican,49557.0
2012,Caldwell,Barack Obama,democrat,10898.0
2012,Caldwell,Mitt Romney,republican,23229.0
2012,Camden,Barack Obama,democrat,1508.0
2012,Camden,Mitt Romney,republican,3109.0
2012,Carteret,Barack Obama,democrat,10301.0
2012,Carteret,Mitt Romney,republican,24775.0
2012,Caswell,Barack Obama,democrat,5348.0
2012,Caswell,Mitt Romney,republican,5594.0
2012,Catawba,Barack Obama,democrat,24069.0
2012,Catawba,Mitt Romney,republican,44538.0
2012,Chatham,Barack Obama,democrat,18361.0
2012,Chatham,Mitt Romney,republican,16665.0
2012,Cherokee,Barack Obama,democrat,3378.0
2012,Cherokee,Mitt Romney,republican,9278.0
2012,Chowan,Barack Obama,democrat,3556.0
2012,Chowan,Mitt Romney,republican,3891.0
2012,Clay,Barack Obama,democrat,1579.0
2012,Clay,Mitt Romney,republican,3973.0
2012,Cleveland,Barack Obama,democrat,17062.0
2012,Cleveland,Mitt Romney,republican,25793.0
2012,Columbus,Barack Obama,democrat,11050.0
2012,Columbus,Mitt Romney,republican,12941.0
2012,Craven,Barack Obama,democrat,18763.0
2012,Craven,Mitt Romney,republican,26928.0
2012,Cumberland,Barack Obama,democrat,75792.0
2012,Cumberland,Mitt Romney,republican,50666.0
2012,Currituck,Barack Obama,democrat,3562.0
2012,Currituck,Mitt Romney,republican,7496.0
2012,Dare,Barack Obama,democrat,7393.0
2012,Dare,Mitt Romney,republican,10248.0
2012,Davidson,Barack Obama,democrat,20624.0
2012,Davidson,Mitt Romney,republican,49383.0
2012,Davie,Barack Obama,democrat,5735.0
2012,Davie,Mitt Romney,republican,14687.0
2012,Duplin,Barack Obama,democrat,9033.0
2012,Duplin,Mitt Romney,republican,11416.0
2012,Durham,Barack Obama,democrat,111224.0
2012,Durham,Mitt Romney,republican,33769.0
2012,Edgecombe,Barack Obama,democrat,18310.0
2012,Edgecombe,Mitt Romney,republican,8546.0
2012,Forsyth,Barack Obama,democrat,92323.0
2012,Forsyth,Mitt Romney,republican,79768.0
2012,Franklin,Barack Obama,democrat,13436.0
2012,Franklin,Mitt Romney,republican,14603.0
2012,Gaston,Barack Obama,democrat,33171.0
2012,Gaston,Mitt Romney,republican,56138.0
2012,Gates,Barack Obama,democrat,2786.0
2012,Gates,Mitt Romney,republican,2564.0
2012,Graham,Barack Obama,democrat,1119.0
2012,Graham,Mitt Romney,republican,2750.0
2012,Granville,Barack Obama,democrat,13598.0
2012,Granville,Mitt Romney,republican,12405.0
2012,Greene,Barack Obama,democrat,3778.0
2012,Greene,Mitt Romney,republican,4411.0
2012,Guilford,Barack Obama,democrat,146365.0
2012,Guilford,Mitt Romney,republican,104789.0
2012,Halifax,Barack Obama,democrat,17176.0
2012,Halifax,Mitt Romney,republican,8763.0
2012,Harnett,Barack Obama,democrat,17331.0
2012,Harnett,Mitt Romney,republican,25565.0
2012,Haywood,Barack Obama,democrat,11833.0
2012,Haywood,Mitt Romney,republican,15633.0
2012,Henderson,Barack Obama,democrat,18642.0
2012,Henderson,Mitt Romney,republican,32994.0
2012,Hertford,Barack Obama,democrat,7843.0
2012,Hertford,Mitt Romney,republican,3007.0
2012,Hoke,Barack Obama,democrat,10076.0
2012,Hoke,Mitt Romney,republican,6819.0
2012,Hyde,Barack Obama,democrat,1163.0
2012,Hyde,Mitt Romney,republican,1193.0
2012,Iredell,Barack Obama,democrat,26076.0
2012,Iredell,Mitt Romney,republican,49299.0
2012,Jackson,Barack Obama,democrat,8095.0
2012,Jackson,Mitt Romney,republican,8254.0
2012,Johnston,Barack Obama,democrat,27290.0
2012,Johnston,Mitt Romney,republican,48427.0
2012,Jones,Barack Obama,democrat,2352.0
2012,Jones,Mitt Romney,republican,2837.0
2012,Lee,Barack Obama,democrat,10801.0
2012,Lee,Mitt Romney,republican,13158.0
2012,Lenoir,Barack Obama,democrat,13948.0
2012,Lenoir,Mitt Romney,republican,13980.0
2012,Lincoln,Barack Obama,democrat,11024.0
2012,Lincoln,Mitt Romney,republican,25267.0
2012,McDowell,Barack Obama,democrat,6031.0
2012,McDowell,Mitt Romney,republican,11775.0
2012,Macon,Barack Obama,democrat,5712.0
2012,Macon,Mitt Romney,republican,10835.0
2012,Madison,Barack Obama,democrat,4484.0
2012,Madison,Mitt Romney,republican,5404.0
2012,Martin,Barack Obama,democrat,6583.0
2012,Martin,Mitt Romney,republican,5995.0
2012,Mecklenburg,Barack Obama,democrat,272262.0
2012,Mecklenburg,Mitt Romney,republican,171668.0
2012,Mitchell,Barack Obama,democrat,1838.0
2012,Mitchell,Mitt Romney,republican,5806.0
2012,Montgomery,Barack Obama,democrat,4706.0
2012,Montgomery,Mitt Romney,republican,6404.0
2012,Moore,Barack Obama,democrat,16505.0
2012,Moore,Mitt Romney,republican,29495.0
2012,Nash,Barack Obama,democrat,24313.0
2012,Nash,Mitt Romney,republican,23842.0
2012,New Hanover,Barack Obama,democrat,48668.0
2012,New Hanover,Mitt Romney,republican,53385.0
2012,Northampton,Barack Obama,democrat,7232.0
2012,Northampton,Mitt Romney,republican,3483.0
2012,Onslow,Barack Obama,democrat,18490.0
2012,Onslow,Mitt Romney,republican,32243.0
2012,Orange,Barack Obama,democrat,53901.0
2012,Orange,Mitt Romney,republican,21539.0
2012,Pamlico,Barack Obama,democrat,2647.0
2012,Pamlico,Mitt Romney,republican,4051.0
2012,Pasquotank,Barack Obama,democrat,10282.0
2012,Pasquotank,Mitt Romney,republican,7633.0
2012,Pender,Barack Obama,democrat,9632.0
2012,Pender,Mitt Romney,republican,14617.0
2012,Perquimans,Barack Obama,democrat,2759.0
2012,Perquimans,Mitt Romney,republican,3822.0
2012,Person,Barack Obama,democrat,8418.0
2012,Person,Mitt Romney,republican,10496.0
2012,Pitt,Barack Obama,democrat,41843.0
2012,Pitt,Mitt Romney,republican,36214.0
2012,Polk,Barack Obama,democrat,4013.0
2012,Polk,Mitt Romney,republican,6236.0
2012,Randolph,Barack Obama,democrat,14773.0
2012,Randolph,Mitt Romney,republican,45160.0
2012,Richmond,Barack Obama,democrat,9904.0
2012,Richmond,Mitt Romney,republican,9332.0
2012,Robeson,Barack Obama,democrat,24988.0
2012,Robeson,Mitt Romney,republican,17510.0
2012,Rockingham,Barack Obama,democrat,16351.0
2012,Rockingham,Mitt Romney,republican,25227.0
2012,Rowan,Barack Obama,democrat,22650.0
2012,Rowan,Mitt Romney,republican,38775.0
2012,Rutherford,Barack Obama,democrat,9374.0
2012,Rutherford,Mitt Romney,republican,18954.0
2012,Sampson,Barack Obama,democrat,11566.0
2012,Sampson,Mitt Romney,republican,14422.0
2012,Scotland,Barack Obama,democrat,8215.0
2012,Scotland,Mitt Romney,republican,5831.0
2012,Stanly,Barack Obama,democrat,8431.0
2012,Stanly,Mitt Romney,republican,19904.0
2012,Stokes,Barack Obama,democrat,6018.0
2012,Stokes,Mitt Romney,republican,15237.0
2012,Surry,Barack Obama,democrat,9112.0
2012,Surry,Mitt Romney,republican,19923.0
2012,Swain,Barack Obama,democrat,2618.0
2012,Swain,Mitt Romney,republican,2976.0
2012,Transylvania,Barack Obama,democrat,6826.0
2012,Transylvania,Mitt Romney,republican,9634.0
2012,Tyrrell,Barack Obama,democrat,837.0
2012,Tyrrell,Mitt Romney,republican,930.0
2012,Union,Barack Obama,democrat,32473.0
2012,Union,Mitt Romney,republican,61107.0
2012,Vance,Barack Obama,democrat,13323.0
2012,Vance,Mitt Romney,republican,7429.0
2012,Wake,Barack Obama,democrat,267262.0
2012,Wake,Mitt Romney,republican,211596.0
2012,Warren,Barack Obama,democrat,6978.0
2012,Warren,Mitt Romney,republican,3140.0
2012,Washington,Barack Obama,democrat,3833.0
2012,Washington,Mitt Romney,republican,2622.0
2012,Watauga,Barack Obama,democrat,13002.0
2012,Watauga,Mitt Romney,republican,13861.0
2012,Wayne,Barack Obama,democrat,23314.0
2012,Wayne,Mitt Romney,republican,27641.0
2012,Wilkes,Barack Obama,democrat,8148.0
2012,Wilkes,Mitt Romney,republican,20515.0
2012,Wilson,Barack Obama,democrat,20875.0
2012,Wilson,Mitt Romney,republican,17954.0
2012,Yadkin,Barack Obama,democrat,3957.0
2012,Yadkin,Mitt Romney,republican,12578.0
2012,Yancey,Barack Obama,democrat,3981.0
2012,Yancey,Mitt Romney,republican,5278.0
2012,Adams,Barack Obama,democrat,328.0
2012,Adams,Mitt Romney,republican,918.0
2012,Barnes,Barack Obama,democrat,2394.0
2012,Barnes,Mitt Romney,republican,2964.0
2012,Benson,Barack Obama,democrat,1235.0
2012,Benson,Mitt Romney,republican,868.0
2012,Billings,Barack Obama,democrat,89.0
2012,Billings,Mitt Romney,republican,472.0
2012,Bottineau,Barack Obama,democrat,1183.0
2012,Bottineau,Mitt Romney,republican,2280.0
2012,Bowman,Barack Obama,democrat,414.0
2012,Bowman,Mitt Romney,republican,1280.0
2012,Burke,Barack Obama,democrat,230.0
2012,Burke,Mitt Romney,republican,769.0
2012,Burleigh,Barack Obama,democrat,14122.0
2012,Burleigh,Mitt Romney,republican,27951.0
2012,Cass,Barack Obama,democrat,34712.0
2012,Cass,Mitt Romney,republican,36855.0
2012,Cavalier,Barack Obama,democrat,818.0
2012,Cavalier,Mitt Romney,republican,1195.0
2012,Dickey,Barack Obama,democrat,853.0
2012,Dickey,Mitt Romney,republican,1610.0
2012,Divide,Barack Obama,democrat,385.0
2012,Divide,Mitt Romney,republican,733.0
2012,Dunn,Barack Obama,democrat,508.0
2012,Dunn,Mitt Romney,republican,1506.0
2012,Eddy,Barack Obama,democrat,486.0
2012,Eddy,Mitt Romney,republican,634.0
2012,Emmons,Barack Obama,democrat,383.0
2012,Emmons,Mitt Romney,republican,1435.0
2012,Foster,Barack Obama,democrat,607.0
2012,Foster,Mitt Romney,republican,1030.0
2012,Golden Valley,Barack Obama,democrat,162.0
2012,Golden Valley,Mitt Romney,republican,742.0
2012,Grand Forks,Barack Obama,democrat,14032.0
2012,Grand Forks,Mitt Romney,republican,15060.0
2012,Grant,Barack Obama,democrat,334.0
2012,Grant,Mitt Romney,republican,1025.0
2012,Griggs,Barack Obama,democrat,536.0
2012,Griggs,Mitt Romney,republican,771.0
2012,Hettinger,Barack Obama,democrat,313.0
2012,Hettinger,Mitt Romney,republican,1000.0
2012,Kidder,Barack Obama,democrat,393.0
2012,Kidder,Mitt Romney,republican,870.0
2012,LaMoure,Barack Obama,democrat,740.0
2012,LaMoure,Mitt Romney,republican,1377.0
2012,Logan,Barack Obama,democrat,232.0
2012,Logan,Mitt Romney,republican,810.0
2012,McHenry,Barack Obama,democrat,943.0
2012,McHenry,Mitt Romney,republican,1678.0
2012,McIntosh,Barack Obama,democrat,459.0
2012,McIntosh,Mitt Romney,republican,1035.0
2012,McKenzie,Barack Obama,democrat,927.0
2012,McKenzie,Mitt Romney,republican,2458.0
2012,McLean,Barack Obama,democrat,1670.0
2012,McLean,Mitt Romney,republican,3141.0
2012,Mercer,Barack Obama,democrat,1166.0
2012,Mercer,Mitt Romney,republican,3152.0
2012,Morton,Barack Obama,democrat,4469.0
2012,Morton,Mitt Romney,republican,8680.0
2012,Mountrail,Barack Obama,democrat,1403.0
2012,Mountrail,Mitt Romney,republican,1962.0
2012,Nelson,Barack Obama,democrat,767.0
2012,Nelson,Mitt Romney,republican,865.0
2012,Oliver,Barack Obama,democrat,281.0
2012,Oliver,Mitt Romney,republican,693.0
2012,Pembina,Barack Obama,democrat,1253.0
2012,Pembina,Mitt Romney,republican,1899.0
2012,Pierce,Barack Obama,democrat,660.0
2012,Pierce,Mitt Romney,republican,1465.0
2012,Ramsey,Barack Obama,democrat,2164.0
2012,Ramsey,Mitt Romney,republican,2665.0
2012,Ransom,Barack Obama,democrat,1343.0
2012,Ransom,Mitt Romney,republican,1009.0
2012,Renville,Barack Obama,democrat,398.0
2012,Renville,Mitt Romney,republican,851.0
2012,Richland,Barack Obama,democrat,3198.0
2012,Richland,Mitt Romney,republican,4229.0
